,created_at,text,coordinates
7999,Thu Sep 19 18:30:41 +0000 2013,"RT @OnlyInBoulder: Wanna score a cool t-shirt and help the #COFloodRelief
relief efforts at the same time?
Check out http://t.co/jZJE8orCnn…",
8000,Thu Sep 19 18:53:16 +0000 2013,RT @LukeRunyon: Touring flooded CO on crutches. RT @BrandonRittiman: @hickforco visits Julesburg to see latest flood damage. #coflood http:…,
8001,Thu Sep 19 19:55:29 +0000 2013,Check out the wonderful @9NEWS story on #Coflood release by @OpBBQRelief.  Thank you for the support.  http://t.co/E6YwG4kj82,
8002,Thu Sep 19 21:30:20 +0000 2013,#Sadface. #88thdrivein #commercecity #thornton #colorado #coloradounderwater #coflood #marshy #drivein… http://t.co/HibnWFYnBV,"{'type': 'Point', 'coordinates': [-104.93539182, 39.85669651]}"
8003,Thu Sep 19 18:56:00 +0000 2013,"RT @JeremyHubbard: As of noon today, inspectors are tracking 10 #oil releases in the #coflood . Two are notable; the remaining eight appear…",
8004,Thu Sep 19 20:58:21 +0000 2013,#coflood. Made good progress so far. @ Rolling Hill Auction http://t.co/SOGyTFBVXD,"{'type': 'Point', 'coordinates': [-104.6406862, 40.39906468]}"
8005,Thu Sep 19 18:11:39 +0000 2013,"Larimer Co's 3rd person ""missing, presumed dead"" was from Drake. His home was washed away by #COFlood. Details: http://t.co/v8DF3NrqmB",
8006,Thu Sep 19 21:24:26 +0000 2013,Has anyone who registered to volunteer through http://t.co/6Oqg0y5415 actually been contacted and called up? #coflood #boulderflood,
8007,Thu Sep 19 21:11:04 +0000 2013,"Yikes, now we're up to 10 oil/gas spills in the #CoFlood? http://t.co/7eg2JYz27P",
8008,Thu Sep 19 18:29:38 +0000 2013,Not in #Denver but still want to help with the #COflood victims? Donate to our friends @oskarblues http://t.co/JWevKTnEz9 CC @StarBar_Denver,
8009,Thu Sep 19 18:50:47 +0000 2013,"“@coloradowx: Wait for it...ready?! We are exactly 4 weeks away from our 'average' first measurable #snow in #Denver! #COwx #weather""",
8010,Thu Sep 19 22:30:47 +0000 2013,FLASH: Tonight will be our first below avg low since Aug 15 &amp; first low &lt;50° since June 9! Expecting ~45-49° at #DIA. #COwx #Denver #weather,
8011,Thu Sep 19 18:56:39 +0000 2013,RT @ericmbudd: one small positive out of #boulderflood: this generation of people will learn how to be trail builders,
8012,Thu Sep 19 18:05:44 +0000 2013,"RT @jeanierhoades1: Things to say to people affected by the #COflooding, ""Tell me about the things you lost &amp; why they were important to yo…",
8013,Thu Sep 19 20:28:02 +0000 2013,.@weatherchannel You would think just this one time you could tell us what time a show is airing in the Mountain Time Zone. #coflood,
8014,Thu Sep 19 21:55:51 +0000 2013,"After #COFlood, @COEmergency reports ""emergency dam inspections"" in South Platte Basin will begin on Sept. 21 and last 10 days.",
8015,Thu Sep 19 22:08:18 +0000 2013,Heading over to @thekitchencomm for #COFLoodrelief,
8016,Thu Sep 19 22:40:09 +0000 2013,"RT @onlyinboulder: Wanna score a cool t-shirt and help the #COFloodRelief
relief efforts at the same time? Check out http://t.co/u0kPAdwQm9",
8017,Thu Sep 19 19:38:40 +0000 2013,RT @SenBennetCO Suffered damage from #coflood? Register w/ FEMA for disaster assistance http://t.co/Lti7AeKB8a or call 1-800-621-FEMA Plz RT,"{'type': 'Point', 'coordinates': [-104.77954074, 38.80295929]}"
8018,Thu Sep 19 22:26:32 +0000 2013,"Dear @BoulderOEM: 4pm: Bad situation developing at 4th&amp;Mapleton at Sunshine roadblock, need more police on hand. #boulderflood",
8019,Thu Sep 19 21:48:47 +0000 2013,RT @dailycamera: RT @mitchellbyars: BREAKING: #Boulder OEM confirms fourth fatality in #BoulderFlood,
8020,Thu Sep 19 18:31:17 +0000 2013,"RT @RVRB: .@planetbluegrass will ""make it through"" after #COFloods, employees say: http://t.co/AXNaUZTmOx",
8021,Thu Sep 19 18:56:28 +0000 2013,RT @tishaschuller: Confirmed no #fracking operations within #coflood area. #COGAResponds,
8022,Thu Sep 19 21:12:30 +0000 2013,"Some stellar, heartbreaking photos of the #cofloods :: http://t.co/dG7nVbEKjl via @BostonDotCom",
8023,Thu Sep 19 21:55:50 +0000 2013,RT @COEmergency: Emergency Dam Inspections http://t.co/hqMsoNdScG #COFlood,
8024,Thu Sep 19 21:18:14 +0000 2013,"Watch: Boulder man plays “Mad World” on piano in his flooded house. This is hauntingly beautiful. 
http://t.co/5rSiRiEM7h #coflood",
8025,Thu Sep 19 21:28:13 +0000 2013,Great talking to @JimCantore from Colorado. We'll be airing my interview with him tonight on @KVOA tonight at 6pm. #AZwx #Boulderfloods,
8026,Thu Sep 19 19:04:36 +0000 2013,"""Disaster in the Rockies"" - The Weather Channel Special from Colorado tonight 8p/7c. #coflood #boulderflood http://t.co/xZmE6IdIcd",
8027,Thu Sep 19 21:57:57 +0000 2013,Look at rainfall totals throughout the #CoFlood in this striking animated map by DFM data journalists: http://t.co/CP92GHPfaK,
8028,Thu Sep 19 21:18:52 +0000 2013,RT @lryckman: What a mess. MT @finleybruce: Receding floodwaters reveal dozens of inundated oil &amp; gas facilities #COflood #cowx http://t.co…,
8029,Thu Sep 19 18:09:08 +0000 2013,"RT @MeganQuinn2: RT @BoulderOEM Impacted by the flood &amp;  in need of mental health/counseling? Call Mental Health Partners, 303-447-1665. #b…",
8030,Thu Sep 19 18:03:48 +0000 2013,FEMA is putting together this detailed map of the #coflood damage: http://t.co/g9QWaw3WUy http://t.co/Nqa2Zs4LQp,
8031,Thu Sep 19 22:13:05 +0000 2013,Clouds have helped keep afternoon highs considerably cooler than anticipated: 65° at #DIA at 4pm. (Avg is 77°.) #COwx #weather #Denver,
8032,Thu Sep 19 21:27:12 +0000 2013,RT @epiccolorado: Need Hay for horses affected by flood? Want to donate hay? Contact Colorado Flood Emergency Hay Hotline 303-717-4821 #cof…,
8033,Thu Sep 19 22:20:06 +0000 2013,This is Glory. Her specialty is finding live humans. #larimerflood #cowx #coflood http://t.co/bdJMc1ATgR,"{'type': 'Point', 'coordinates': [-105.14011149, 40.58975299]}"
8034,Thu Sep 19 22:32:37 +0000 2013,"RT @9NEWSWeather: Yes, that's fresh snow along the Continental Divide at Loveland Ski Area.  #9WX  #cowx http://t.co/i0qsZS8DeU",
8035,Thu Sep 19 20:45:49 +0000 2013,"I was feeling all warm about Colo's response to the #coflood, then read the DISGUSTING comments about #immigrants who were flooded. #shame",
8036,Thu Sep 19 19:07:13 +0000 2013,.@aacuna1 great piece on #cofloods today! @teamrubicon would love to link up with you in Longmont.  DM us your phone.,
8037,Thu Sep 19 21:06:53 +0000 2013,https://t.co/98Ikrn9Xhl #boulderflood #boulderfloodrelief,"{'type': 'Point', 'coordinates': [-105.26943929, 40.02085631]}"
8038,Thu Sep 19 18:09:15 +0000 2013,RT @techstarsjobs: Get on the rocketship: Program manager needed for @techstars in #Boulder http://t.co/izDCgaRe59,
8039,Thu Sep 19 21:40:04 +0000 2013,#coflood fundraiser! Come drink punches &amp; beers and donate $$ to a great cause! (@ Star Bar w/ @alliecatress) http://t.co/M9TdOfMknL,"{'type': 'Point', 'coordinates': [-104.99084675, 39.75457133]}"
8040,Thu Sep 19 21:38:32 +0000 2013,Links to many Boulder County Disaster Assistance services for those affected by #Boulderflood #coflood http://t.co/vYzSpeU1G7,
8041,Thu Sep 19 19:24:06 +0000 2013,"RT @MeganQuinn2: RT @BoulderOEM Impacted by the flood &amp;  in need of mental health/counseling? Call Mental Health Partners, 303-447-1665. #b…",
8042,Thu Sep 19 21:29:11 +0000 2013,#COFlood evacuees can start our free emergency call forwarding with us by contacting 800-573-1311.,
8043,Thu Sep 19 19:37:13 +0000 2013,RT @CDPHE: #COFlood water can contain sewage. Wash cleanup clothes separate from uncontaminated laundry. http://t.co/8wpPlHIwbt,"{'type': 'Point', 'coordinates': [-104.77955403, 38.80298018]}"
8044,Thu Sep 19 22:40:08 +0000 2013,Packed house! #cofloodrelief http://t.co/horb0nNytF,"{'type': 'Point', 'coordinates': [-105.281852, 40.017575]}"
8045,Thu Sep 19 21:58:59 +0000 2013,"4th #COFlood fatality in Boulder County confirmed by @BoulderOEM. #BreakingNews 1 remains ""unaccounted for""",
8046,Thu Sep 19 19:29:04 +0000 2013,RT @HumaneBoulder: Pet food/toys will be available @ the shelter today 9AM - 7PM for flood evacuees who need help. Spread the word! #boulde…,
8047,Thu Sep 19 18:56:02 +0000 2013,White House is telling us to expect Joe Biden in Colorado on Monday #cofloods,
8048,Thu Sep 19 22:31:31 +0000 2013,"RT &gt;""@DenverChannel: More than 60 horses stranded by #COFlood now have a new home to go to! http://t.co/TagJ7CgCfQ http://t.co/x6UbkpmJiD""",
8049,Thu Sep 19 22:32:47 +0000 2013,RT @coloradowx: FLASH: Tonight will be our first below avg low since Aug 15 &amp; first low &lt;50° since June 9! Expecting ~45-49° at #DIA. #COwx…,
8050,Thu Sep 19 18:24:18 +0000 2013,"RT @COBarGuild: Show your support! #Bartenders, #Brewers, &amp; #Distillers helping victims of #COflood http://t.co/GLtZyszCZe CC @LeftHandBrew…",
8051,Thu Sep 19 21:26:39 +0000 2013,Need Hay for horses affected by flood? Want to donate hay? Contact Colorado Flood Emergency Hay Hotline 303-717-4821 #coflood #boulderflood,
8052,Thu Sep 19 18:01:22 +0000 2013,"It's. It really irony, it's sci “@cuclimate: Irony for Colorado is that the huge #coflood will do little to offset drought.  #newshourchats”","{'type': 'Point', 'coordinates': [-71.1209392, 42.41098555]}"
8053,Thu Sep 19 19:29:10 +0000 2013,"Now 10 ""releases"" from oil and gas facilities are being tracked after #coflood. We flew over one of them this AM. http://t.co/DDQLzLERK7",
8054,Thu Sep 19 19:57:49 +0000 2013,"RT @RVRB: .@planetbluegrass will ""make it through"" after #COFloods, employees say: http://t.co/AXNaUZTmOx",
8055,Thu Sep 19 18:09:18 +0000 2013,UPDATED noon Thursday: Top social media photos of Boulder flood http://t.co/zcJZ39SyKa #storify #boulderflood #boulder,
8056,Thu Sep 19 20:28:38 +0000 2013,Historic charm central. Hotel Boulderado is a gem! #boulderado #boulder #colorado #hotel @ Hotel… http://t.co/6xSFDrrZiq,"{'type': 'Point', 'coordinates': [-105.27948718, 40.01943758]}"
8057,Thu Sep 19 22:06:38 +0000 2013,RT @oceanfdn: MT @coloradoocean: Making WAVES in Colorado! Fri-Sun #Boulder @FCousteau @seethewild @OceanDoctor @Blue_Frontier http://t.co/…,
8058,Thu Sep 19 22:06:45 +0000 2013,RT @ColoradoOcean: RT pls Making WAVES in Colorado! Fri-Sun #Boulder #oceans #sharks @FCousteau @oceanfdn @OceanDoctor @blue_frontier http:…,
8059,Thu Sep 19 20:20:24 +0000 2013,RT @COPetEmergency: #COFlood #COPets FOUND DOGS: Two male Lab mixes found in Thornton near Rec Center 9/19. Call (303)255-3693 to... http:/…,
8060,Thu Sep 19 20:08:00 +0000 2013,"MT @ColoradoFlows Read water expert's 1st-hand account of #Coflood: ""a case of climate disaster whiplash"" http://t.co/StYciQgxTd via @natgeo","{'type': 'Point', 'coordinates': [-104.7797449, 38.80302186]}"
8061,Thu Sep 19 19:32:46 +0000 2013,RT @UpaDownaMtnMama: Boil water alert for #manitou http://t.co/mP64bAzsRF #waldoflood,
8062,Thu Sep 19 19:26:44 +0000 2013,RT @CFWEWater: Does CO flooding mean that drought is over? Hear what state climatologist has to say #COFlood http://t.co/9jCgmqJasj,"{'type': 'Point', 'coordinates': [-104.77949763, 38.80297952]}"
8063,Thu Sep 19 19:29:19 +0000 2013,#kinddesign #colorado #usa #boulderflood @ KIND DESIGN HQ http://t.co/muHf9gzXc3,"{'type': 'Point', 'coordinates': [-105.28383636, 40.0379982]}"
8064,Thu Sep 19 20:05:43 +0000 2013,"RT @FullContactAPI: Hey #DENstartupweek folks! If you participate in our free #APIHackday Saturday, you'll be helping #COflood victims! htt…",
8065,Thu Sep 19 20:10:02 +0000 2013,RT @shipcompliant: It's almost time! Join us at @thekitchencomm at 3pm for Happy Hour to benefit #COFloodRelief!,
8066,Thu Sep 19 22:17:39 +0000 2013,"RT @oskarblues: .@StarBar_Denver's doing a #COFlood fundraiser tonight w/special beers from us, @skabrewing @LeftHandBrewing @AveryBrewingC…",
8067,Thu Sep 19 19:39:51 +0000 2013,RT @St_Art_Boulder: These little guys made me smile on my run tonight🐸🌊 #frogs #creek #splash #boulderflood #smile #run #boulder #col... ht…,
8068,Thu Sep 19 20:29:08 +0000 2013,RT @denverpost: UPDATE: State now tracking 10 oil and gas spills in Colorado flood zones: http://t.co/9Te8nKlZlg #coflood,
8069,Thu Sep 19 19:46:08 +0000 2013,RT @coloradowx: Wait for it...ready?! We are exactly 4 weeks away from our 'average' first measurable #snow in #Denver! #COwx #weather #Bou…,
8070,Thu Sep 19 21:02:10 +0000 2013,Afternoon Larimer #cofloods press conference under way...,
8071,Thu Sep 19 20:31:01 +0000 2013,RT @lryckman: Colorado tracking at least 10 oil spills from #COFlood. New photo shows dark liquid leaking from tank in Weld Co. http://t.co…,
8072,Thu Sep 19 20:52:02 +0000 2013,Helping the @femaregion8 twitter feed. Follow it for updates on #COflood!,
8073,Thu Sep 19 18:57:25 +0000 2013,"If you've wondered about @planetbluegrass amid the #coflood madness, here's an update on the #lyons fest biz: http://t.co/PVd7IM0xxw","{'type': 'Point', 'coordinates': [-104.98744437, 39.74041138]}"
8074,Thu Sep 19 20:31:01 +0000 2013,"This butte has a certain amount of ""crest"" to it.  Chilly here. #COwx #WesternSlope #WondersLife @… http://t.co/jgNhEfYVAf","{'type': 'Point', 'coordinates': [-106.98125594, 38.8697167]}"
8075,Thu Sep 19 18:03:20 +0000 2013,RoundHouse flying off the shelf @HazelsBoulder $23.98 on sale @RoundhouseMike would be proud #spirits #boulder #gin http://t.co/BJ3CPBUnCA,"{'type': 'Point', 'coordinates': [-105.25983156, 40.02085874]}"
8076,Thu Sep 19 18:56:15 +0000 2013,"RT @RedCrossDenver: Thank you, Colorado!! We raised over $1 million tonight for #COFloodRelief! Now, lots of work in the days, weeks &amp; mont…",
8077,Thu Sep 19 22:05:47 +0000 2013,Crazy. Just crazy. #coflood #cowx RT @rebeccarisch: Colorado flood: Rainfall totals over time map - with animation -  http://t.co/YRtgBgG9RA,
8078,Thu Sep 19 15:22:54 +0000 2013,CO extreme drought drops from 18% to 4% in one week. Huge overall improvement from a year ago. #cowx #coflood http://t.co/J36rAxPQhV,
8079,Thu Sep 19 15:50:53 +0000 2013,News from #EstesPark: Trail Ridge Road has been cleared and is open. #coflood,
8080,Thu Sep 19 15:13:04 +0000 2013,RT @boulderweekly: Beware fake FEMA assessors. MT @bouldercounty: #Boulder County DA has issued an advisory to residents http://t.co/hzLrgU…,
8081,Thu Sep 19 16:03:30 +0000 2013,RT @danncianca: Jim Cox captured this great image of a storm over #Colorado's Grand Valley on Wednesday. #COwx #GJCO #WesternSlope http://t…,
8082,Thu Sep 19 15:51:25 +0000 2013,Here's the posting for our rental if you know anyone looking for long term housing #boulderflood http://t.co/UDTrej4Grm,
8083,Thu Sep 19 16:00:53 +0000 2013,Larimer situation map #cowx #coflood #Larimerflood http://t.co/rALsXOIUJr,"{'type': 'Point', 'coordinates': [-105.03281442, 40.56300947]}"
8084,Thu Sep 19 15:50:50 +0000 2013,"Who was the last person you told ""I love you""?? #spreadthelove #behappy #boulder",
8085,Thu Sep 19 17:31:32 +0000 2013,RT @downtownboulder: #HappyHour @TheKitchenColo today 3:00-6:00pm: 100% of proceeds go to #BoulderFlood PLUS @shipcompliant will match! htt…,
8086,Thu Sep 19 15:57:35 +0000 2013,"RT @READYColorado: Those with uninsured/underinsured #COFlood damage in Adams, Boulder, Larimer, Weld may register for help: http://t.co/4o…",
8087,Thu Sep 19 17:25:09 +0000 2013,Larimer search &amp; rescue progress #coflood  http://t.co/O7Q5VE8Pnl,
8088,Thu Sep 19 16:48:18 +0000 2013,Still trying 2 figure out how u can help w/#COflood relief? If u r in #Denver tonite - http://t.co/Pq1AqWtmYh @StarBar_Denver @BeerAdvocate,
8089,Thu Sep 19 16:16:19 +0000 2013,RT @RangerFowler: A picture that needs no description! All our parks and trails are still closed.  One of my favorites!  #boco_trails http:…,
8090,Thu Sep 19 15:12:47 +0000 2013,RT @COPetEmergency: #COPets #COFlood Shepherd Lab Mx Dog found in Boulder Now at Boulder Humane Society http://t.co/TuvkHE3j1e,
8091,Thu Sep 19 16:16:34 +0000 2013,RT @AmericanHumane: PHOTO: Red Star #Rescue Team searching for #lostpets in CO flood zones #coflood #boulderflood #cowx #coloradostrong htt…,
8092,Thu Sep 19 16:26:23 +0000 2013,RT @COPetEmergency: These two sweet pooches are hoping their mom and dad find them soon #COPets #COflood http://t.co/TvgjBCARuH,
8093,Thu Sep 19 17:12:06 +0000 2013,Wait for it...ready?! We are exactly 4 weeks away from our 'average' first measurable #snow in #Denver! #COwx #weather #Boulder,
8094,Thu Sep 19 15:46:45 +0000 2013,RT @CatherineNBarde: (9/19) Almost 400 ppl stayed in 14 shelters #CoFlood incl. woman/pup  evac by helicopter off to @RedCrossDenver! http:…,
8095,Thu Sep 19 15:13:45 +0000 2013,RT @RickStrandlof: !!!!! RT @JeremyHubbard: Snow overnight at @LovelandSkiArea! #Cowx @KDVR http://t.co/PB39ma2c9u,
8096,Thu Sep 19 16:26:58 +0000 2013,RT @bouldergobldr: Many sections of the #Boulder Creek Path are CLOSED. Portions of path need assessment. @boulderparksrec http://t.co/msN0…,
8097,Thu Sep 19 16:03:27 +0000 2013,15 helicopters today. That's 5 more than yesterday. #cofloods,"{'type': 'Point', 'coordinates': [-105.03293827, 40.56310616]}"
8098,Thu Sep 19 16:17:11 +0000 2013,#COflood RT @GreenNewsReport Reuters: Noble Energy finds three leaking gas wells in flood-hit Colorado http://t.co/SNivtxFKv5,
8099,Thu Sep 19 17:29:46 +0000 2013,Looting is a concern in #larimer #coflood  http://t.co/urpiL0EOCW,
8100,Thu Sep 19 16:07:36 +0000 2013,"RT @COPetEmergency: #COFlood #COPets LOST ONE-EYED CAT: Old Town Ft Collins area Gray tabby cat ""Hank"" missing since 9/14 @6:30 AM.... http…",
8101,Thu Sep 19 17:51:23 +0000 2013,Morning on a mountain with my love:) #boulder #colorado #chautauqua @ Chautauqua Park http://t.co/tB3kcEcqNY,"{'type': 'Point', 'coordinates': [-105.28241933, 39.99876656]}"
8102,Thu Sep 19 15:54:37 +0000 2013,RT @COPetEmergency: #COFlood we have a desperate need for hay ... #Horses #Help #Allenspark PLEASE can any one help??? I got a... http://t.…,
8103,Thu Sep 19 17:05:33 +0000 2013,Larimer sheriff got down to Drake #coflood  http://t.co/CIzEjv5Rqq,
8104,Thu Sep 19 15:27:16 +0000 2013,#beerdinner #craftbeer Tonight! @cafeaion @ProstBrewing #boulder @dailycamera @EliteBrands,
8105,Thu Sep 19 16:25:37 +0000 2013,@Ginger_Zee Didn't get to meet you face to face but thanks again for great coverage!  #COflood,
8106,Thu Sep 19 15:55:22 +0000 2013,#Boulder weather is amazing today! Nett und kühl.... Just how I like it!,
8107,Thu Sep 19 16:48:15 +0000 2013,“@KeystoneMtn: Dusting of snow in Summit County! http://t.co/Fwwhl4Le20 #cowx #colorado” bout time summit!!,"{'type': 'Point', 'coordinates': [-105.0656823, 39.92064124]}"
8108,Thu Sep 19 16:21:09 +0000 2013,We think we'll be seeing you sooner than you think! #boulder #japango,
8109,Thu Sep 19 17:35:29 +0000 2013,My favorite person in my favorite place in the world. #Boulder @ Flagstaff Mountain Summit http://t.co/5hAyLBjP66,"{'type': 'Point', 'coordinates': [-105.31940422, 39.99138552]}"
8110,Thu Sep 19 14:44:44 +0000 2013,9/19 Find Verde @Markit in the Flat Iron Biz Park on 5718 central ave #Boulder from 1130-115 today. Come get your... http://t.co/YgAm8vJDqy,
8111,Thu Sep 19 15:33:02 +0000 2013,@foxnews @CNN @AssociatedPress @AP @ustoday How about a little love for the work of @OpBBQRelief for #CoFlood.  We could use the support.,
8112,Thu Sep 19 16:11:37 +0000 2013,"RT @dailycamera: 5,250 gallons of oil spills into South Platte River http://t.co/mz5HHcg9Rc via @denverpost #coflood",
8113,Thu Sep 19 16:20:50 +0000 2013,Dusting of snow in Summit County! http://t.co/CX6hFvNpgz #cowx #colorado,
8114,Thu Sep 19 14:49:47 +0000 2013,Staging #cofloods @ Boulder Municipal Airport http://t.co/fLXP2ICsnB,"{'type': 'Point', 'coordinates': [-105.23103123, 40.0372335]}"
8115,Thu Sep 19 17:56:12 +0000 2013,RT @RepJaredPolis: Make sure to be aware of fraud &amp; scams as you rebuild &amp; recover from the #coflood http://t.co/tMZSRteu8v,
8116,Thu Sep 19 15:20:30 +0000 2013,RT @BrendansWeather: CO extreme drought drops from 18% to 4% in one week. Huge overall improvement from a year ago. #cowx #coflood http://t…,
8117,Thu Sep 19 16:13:53 +0000 2013,RT @COPetEmergency: #COFlood #COPets emergency resources http://t.co/zbv27gIHKA,
8118,Thu Sep 19 16:29:58 +0000 2013,“@denvernewsnow: Evacuee Says Neighbors Refusing To Leave Mountain Homes Are ‘Foolish’ http://t.co/6JPNtftlQK #denver” #coflood,
8119,Thu Sep 19 16:33:48 +0000 2013,RT @Elite_Boulder: #beerdinner #craftbeer Tonight! @cafeaion @ProstBrewing #boulder @dailycamera @EliteBrands,
8120,Thu Sep 19 14:39:17 +0000 2013,RT @BrendansWeather: CO extreme drought drops from 18% to 4% in one week. Huge overall improvement from a year ago. #cowx #coflood http://t…,
8121,Thu Sep 19 17:01:14 +0000 2013,"RT @danielpetty: It may be years before Jamestown, cut off by #COflood, gets a quality road again http://t.co/XLhaov52ft",
8122,Thu Sep 19 15:49:26 +0000 2013,RT @COPetEmergency: Colorado flood #coflood #copets  #colorado #pets #cats #dogs #rescue #coloradostrong #boulderflood http://t.co/vMaG7fsN…,
8123,Thu Sep 19 16:21:21 +0000 2013,RT @denverpost: 79-year-old Evelyn Starner's last words as the #Coflood waters raged around her: http://t.co/KzVamscjV7 by @KMitchellDP,
8124,Thu Sep 19 15:46:39 +0000 2013,I am one voice. I need your help to spread the word. Thousands need your help. You can make a difference! http://t.co/K7kmFVMnEh #coflood,
8125,Thu Sep 19 17:36:47 +0000 2013,UPDATED 11:35 a.m. THURSDAY: Only in Boulder Instagram photos of the flood.  http://t.co/hKVhMjIykj #storify #boulderflood #boulder,
8126,Thu Sep 19 15:12:04 +0000 2013,"the #coflood is now becoming the #NEflood as waters are now rising in big springs NE, #newx #cowx","{'type': 'Point', 'coordinates': [-96.1442731, 41.24087851]}"
8127,Thu Sep 19 14:48:41 +0000 2013,"Check out the great story from @9NEWS on our helping victims of flooding in Longmont, Colorado.  http://t.co/l2bwD0SITP #BBQ #coflood",
8128,Thu Sep 19 15:23:40 +0000 2013,“@FreshyMap: Freshies in Colorado this morning! #preseasonsoke at @Arapahoe_Basin #cowx #ski http://t.co/VLXgFijb8h”,
8129,Thu Sep 19 17:30:19 +0000 2013,Sheriff understands desire to stay put #coflood #larimer  http://t.co/t5VTSB2LX0,
8130,Thu Sep 19 17:52:15 +0000 2013,Washout on UP tracks near Eldorado Springs http://t.co/IwLGrhhVKt #boulderflood #COflood,
8131,Thu Sep 19 17:03:11 +0000 2013,"RT @CDPHE: Stuffy nose, itchy skin or eyes, wheezing? You may be sensitive to mold. If you have problems, contact your doc. #coflood",
8132,Thu Sep 19 17:56:23 +0000 2013,"#BreakingNews a 3rd person now ""missing, presumed dead"" in #COFlood @LarimerSheriff posts.",
8133,Thu Sep 19 17:46:25 +0000 2013,Congressman Jared Polis thanks rescuers #coflood  http://t.co/uwdTXPSy8X,
8134,Thu Sep 19 15:38:40 +0000 2013,“@denverpost: 79-year-old Evelyn Starner's last words as the #Coflood waters raged around her: http://t.co/Dao54URQMI by @KMitchellDP”,
8135,Thu Sep 19 17:39:06 +0000 2013,RT @MikeNelson247: Wow!  Nice early morning image from #Aspen! A little fresh #snow! #cowx #7news #colorado #denver http://t.co/VGfDBbcFSq,
8136,Thu Sep 19 17:50:04 +0000 2013,"@Amtrak Zephyr #5,6 disrupted on Moffat sub west of Denver, rerouted north to Cheyenne #boulderflood #COflood",
8137,Thu Sep 19 16:26:08 +0000 2013,So far it sounds like about 195 people are staying put inside disaster zone. Larimer County #cofloods,"{'type': 'Point', 'coordinates': [-105.03293416, 40.56310242]}"
8138,Thu Sep 19 17:49:51 +0000 2013,RT @COPetEmergency: #COFLood Harper was a victim of Hurricane Irene... she has been helping spread the word about this page since... http:/…,
8139,Thu Sep 19 16:39:23 +0000 2013,RT @MarkUdall: Proud to partner w/ @APIHackday to help innovators contribute to #COflood recovery effort: http://t.co/IIU7wuTSl5 #DENStartu…,
8140,Thu Sep 19 15:46:28 +0000 2013,"RT @MitchTobin: Map: US Drought Monitor for Colorado, before/after floods. What a week. #coflood #boulderflood http://t.co/Fpwu71vNSC",
8141,Thu Sep 19 17:06:05 +0000 2013,Roads being rebuilt in Big T #coflood  http://t.co/dlSpoGnMaA,
8142,Thu Sep 19 16:08:06 +0000 2013,It was so nice to run on the bike path by our house again! Amazing to think it was a river last week and is now completely dry. #coflood,
8143,Thu Sep 19 17:31:10 +0000 2013,Starting to feel like fall. Nice and chilly in #Boulder http://t.co/J4k8qnxKyp,
8144,Thu Sep 19 15:24:58 +0000 2013,I'm super surprised to announce that @omtime on Pearl Street in #Boulder is closing. #yoganews,
8145,Thu Sep 19 14:47:24 +0000 2013,"A severe storm fades into the San Juans on Tuesday night, courtesy: Vandy Brinlee #COwx #FourCorners #WesternSlope http://t.co/t4DfpqvKuc",
8146,Thu Sep 19 16:35:20 +0000 2013,RT @COPetEmergency: #COFlood #COPets FOUND DOG: Sweet white-faced old male dog in N. Boulder on 9/18 near Columbine Park. Call... http://t.…,
8147,Thu Sep 19 14:53:20 +0000 2013,"RT @bouldercolorado: Get #Boulder flood updates right to you inbox.  Sign up for frequent, need-to-know info. http://t.co/y1UlWa2mTt #Bould…",
8148,Thu Sep 19 17:02:05 +0000 2013,Assessing potential work sites today. One step closer to doing what we do best... #VOLPOWER #COflood,
8149,Thu Sep 19 15:00:05 +0000 2013,I'm gonna be that guy that Instagrams his #breakfast #food #Boulder @ The Egg &amp; I http://t.co/SvVABcjm7g,"{'type': 'Point', 'coordinates': [-105.26114702, 39.99908446]}"
8150,Thu Sep 19 15:31:27 +0000 2013,MT: @anica7news: Colorado Flooding: First aerial views of flood damage in Jamestown. http://t.co/SPP2A8yvcO #COflood http://t.co/LfYdLgmR3F,
8151,Thu Sep 19 15:49:54 +0000 2013,RT @COPetEmergency: If you would like to help with the #COFlood Recovery effort reuniting animals with their humans it's easy.. just... htt…,
8152,Thu Sep 19 17:13:06 +0000 2013,Cabin fever. #boulderflood #latergram http://t.co/7LIgocLd2y,
8153,Thu Sep 19 17:04:49 +0000 2013,Larimer update 197 still unaccounted for #cowx #coflood  http://t.co/O8XropmyE3,
8154,Thu Sep 19 15:22:34 +0000 2013,My #afarmagazine cover at Whole Foods in #boulder! Thanks to the amazing @afarfotos for #paris fun! http://t.co/oyLPd1CKxW,
8155,Thu Sep 19 14:34:27 +0000 2013,Jim Cox captured this great image of a storm over #Colorado's Grand Valley on Wednesday. #COwx #GJCO #WesternSlope http://t.co/aZIpj2RK1r,
8156,Thu Sep 19 16:42:53 +0000 2013,RT @BoulderFlood: Volunteers needed today. Meet 11AM in front of Boulder Library (1001 Arapahoe). Please show up ready to work.  #boulderfl…,
8157,Thu Sep 19 15:10:19 +0000 2013,ALERT! @tanyasteenwyk ALERT! RT @JeremyHubbard: Snow overnight at @LovelandSkiArea! #Cowx @KDVR http://t.co/PB39ma2c9u,
8158,Thu Sep 19 14:46:31 +0000 2013,Trail ridge road is temporarily closed due to snow. 80° in Denver today. #cowx http://t.co/TpOUcrmAjy,
